date, pm25, pm10, o3, no2, so2, co,Date
2023-06-16,117,94,6,7,3,10,2023-06-16
2023-06-17,128,70,2,5,2,11,2023-06-17
2023-06-18,100,55,7,5,1,12,2023-06-18
2023-06-19,83,76,8,6,1,11,2023-06-19
2023-06-20,122,81,6,6,2,12,2023-06-20
2023-06-21,123,79,6,7,2,13,2023-06-21
2023-06-22,122,95,9,6,1,10,2023-06-22
2023-06-23,138,117,8,8,1,10,2023-06-23
2023-06-24,164,39,9,5,1,12,2023-06-24
2023-06-25,95,89,26,7,1,17,2023-06-25
2023-06-26,184,126,6, ,1,12,2023-06-26
2023-06-27,111,165,11,1,1,13,2023-06-27
2023-06-28,128,117,6, ,1,12,2023-06-28
2023-06-29,116,91,17,1,1,11,2023-06-29
2023-06-30,76,107,23, ,1,12,2023-06-30
2022-06-01,141,138,12,11,3,12,2022-06-01
2022-06-02,151,159,24,16,4,12,2022-06-02
2022-06-03,166,201,20,16,3,17,2022-06-03
2022-06-04,129,166,15,12,4,5,2022-06-04
2022-06-05,140,171,30,14,3,7,2022-06-05
2022-06-06,148,277,17,12,4,3,2022-06-06
2022-06-07,160,276,13,9,3,3,2022-06-07
2022-06-08,156,235,12,11,3,6,2022-06-08
2022-06-09,147,248,7,8,3,3,2022-06-09
2022-06-10,155,237,9,8,3,2,2022-06-10
2022-06-11,155,199, ,9,3, ,2022-06-11
2022-06-12,159,163,6,6,3,5,2022-06-12
2022-06-13,135,174,3,5,3,4,2022-06-13
2022-06-14,132,102,3,4,2,3,2022-06-14
2022-06-15,104,132,2,3,2,3,2022-06-15
2022-06-16,86,68,2,4,2,3,2022-06-16
2022-06-17,95,62,3,3,1,3,2022-06-17
2022-06-18,103,85,2,3,2,4,2022-06-18
2022-06-19,133,110,2,5,2,5,2022-06-19
2022-06-20,151,98,16,8,2,4,2022-06-20
2022-06-21,121,86,11,10,2,3,2022-06-21
2022-06-22,125,113,5,11,2,3,2022-06-22
2022-06-23,133,138,10,14,2,6,2022-06-23
2022-06-24,145,181,21,17,4,5,2022-06-24
2022-06-25,154,138,6,9,3,5,2022-06-25
2022-06-26,171,102,3,6,3,4,2022-06-26
2022-06-27,145,125,6,7,3,5,2022-06-27
2022-06-28,157,127,6,5,2,7,2022-06-28
2022-06-29,135,65,7,7,2,6,2022-06-29
2022-06-30,117,78,5,7,1,6,2022-06-30
2021-06-01,84,109,6,9,2,3,2021-06-01
2021-06-02,157,128,18,10,2,7,2021-06-02
2021-06-03,185,200,10,10,1,5,2021-06-03
2021-06-04,237,201,23,9,2,6,2021-06-04
2021-06-05,126,122,23,10,2,5,2021-06-05
2021-06-06,133,141,12,12,2,4,2021-06-06
2021-06-07,153,343,4,11,3,11,2021-06-07
2021-06-08,148,250,4,9,1,4,2021-06-08
2021-06-09,131,163,6,7,2,5,2021-06-09
2021-06-10,148,101,8,8,1,6,2021-06-10
2021-06-11,106,88,8,6,1,5,2021-06-11
2021-06-12,114,73,7,8,1,5,2021-06-12
2021-06-13,114,82,14,8,1,4,2021-06-13
2021-06-14,112,96,9,6,1,4,2021-06-14
2021-06-15,108,75,8,8,1,5,2021-06-15
2021-06-16,115,102,10,8,1,6,2021-06-16
2021-06-17,145,70,7,6,1,5,2021-06-17
2021-06-18,91,61,6,6,1,5,2021-06-18
2021-06-19,88,57,4,5,1,3,2021-06-19
2021-06-20,99,81,10,7,1,6,2021-06-20
2021-06-21,126,109,3,10,2,5,2021-06-21
2021-06-22,121,227,16,12,2,7,2021-06-22
2021-06-23,161,134,7,7,1,6,2021-06-23
2021-06-24,138,139,10,9,2,5,2021-06-24
2021-06-25,138,107,11,11,1,8,2021-06-25
2021-06-26,124,137,11,9,1,4,2021-06-26
2021-06-27,168,112,13,9,2,6,2021-06-27
2021-06-28,152,151,13,14,2,7,2021-06-28
2021-06-29,149,261,7,11,3,4,2021-06-29
2021-06-30,139,182,9,9,2,5,2021-06-30
2020-06-01,105, , , , , ,2020-06-01
2020-06-03,139,104,10,18,9,14,2020-06-03
2020-06-04,156,72,36,13,9,13,2020-06-04
2020-06-05,117,68,43,14,9,12,2020-06-05
2020-06-06,105,64,25,12,9,11,2020-06-06
2020-06-07,102,78,30,13,11,13,2020-06-07
2020-06-08,131,87,21,16,11,14,2020-06-08
2020-06-09,142,113,16,21,10,15,2020-06-09
2020-06-10,134,82,12,14,10,13,2020-06-10
2020-06-11,135,90,10,14,10,14,2020-06-11
2020-06-12,150,76,8,15,8,13,2020-06-12
2020-06-13,141,83,5,13,11,15,2020-06-13
2020-06-14,148,82,24,12,13,13,2020-06-14
2020-06-15,130,76,28,14,10,13,2020-06-15
2020-06-16,108,68,20,11,10,12,2020-06-16
2020-06-17,102,69,15,12,10,13,2020-06-17
2020-06-18,111,119,11,13,9,13,2020-06-18
2020-06-19,138,74,12,13,12,12,2020-06-19
2020-06-20,105,73,9,15,11,13,2020-06-20
2020-06-21,121,62,18,13,11,14,2020-06-21
2020-06-22,123,72,6,11,10,13,2020-06-22
2020-06-23,99,67,8,9,12,11,2020-06-23
2020-06-24,98, , , , , ,2020-06-24
2020-06-26,114,102,5,14,11,13,2020-06-26
2020-06-27,117,175,6,14,11,12,2020-06-27
2020-06-28,128,111,9,12,9,11,2020-06-28
2020-06-29,111,85,11,11,10,11,2020-06-29
2020-06-30,135,80,14,11,9,12,2020-06-30
2019-06-01,192,187,23, ,8,10,2019-06-01
2019-06-02,166,294,21,23,7,9,2019-06-02
2019-06-03,150,156,46,31,9,10,2019-06-03
2019-06-04,145,154,58,34,9,12,2019-06-04
2019-06-05,155,217,45,34,10,10,2019-06-05
2019-06-06,157,121,67,31,8,9,2019-06-06
2019-06-07,139,155,64,38,8,13,2019-06-07
2019-06-08,148,285,76,48,15,17,2019-06-08
2019-06-09,200,218,44,47,13,16,2019-06-09
2019-06-10,154,564,19,44,13,13,2019-06-10
2019-06-11,187,234,36,27,7,7,2019-06-11
2019-06-12,126,159,27,29,10,9,2019-06-12
2019-06-13,134,136,39,33,10,9,2019-06-13
2019-06-14,137,180,36,37,11,9,2019-06-14
2019-06-15,163,139,18,22,8,5,2019-06-15
2019-06-16,114,115,16,28,8,6,2019-06-16
2019-06-17,118,75,25,26,5,7,2019-06-17
2019-06-18,83,152,46,30,8,8,2019-06-18
2019-06-19,155,114,62,27,5,7,2019-06-19
2019-06-20,106,144,50,42,9,12,2019-06-20
2019-06-21,155,139,45,29,9,12,2019-06-21
2019-06-22,156,121,35,18,6,12,2019-06-22
2019-06-23,121,100,14,20,8,13,2019-06-23
2019-06-24,82,106,32,22,7,10,2019-06-24
2019-06-25,148,116,27,24,7,9,2019-06-25
2019-06-26,151,174,23,20,6,10,2019-06-26
2019-06-27,146,174,18,25,9,7,2019-06-27
2019-06-28,141,216,13,24,9,9,2019-06-28
2019-06-29,141,219,16,19,7,9,2019-06-29
2019-06-30,140,134,16,15,6,6,2019-06-30
2018-06-01,164, , , , , ,2018-06-01
2018-06-03,152,139,21,22,15,5,2018-06-03
2018-06-04,160,147,22,22,17,13,2018-06-04
2018-06-05,168,119,14,22,14,6,2018-06-05
2018-06-06,157,116,35,24,18,8,2018-06-06
2018-06-07,162,186,14,23,13,8,2018-06-07
2018-06-08,180,115,7,20,10,7,2018-06-08
2018-06-09,148,96,23,20,9,6,2018-06-09
2018-06-10,151,135,23,22,10,6,2018-06-10
2018-06-11,168,432,9,22,24,6,2018-06-11
2018-06-12,252,979,6,15,23,5,2018-06-12
2018-06-13,407,797,13,21,28,9,2018-06-13
2018-06-14,356,643,20,19,33,8,2018-06-14
2018-06-15,260,652,13,17,17,10,2018-06-15
2018-06-16,251,220,21,12,12,8,2018-06-16
2018-06-17,168,128,23,18,15,9,2018-06-17
2018-06-18,149,120,35,16,12,8,2018-06-18
2018-06-19,150,141,54,27,18,9,2018-06-19
2018-06-20,160,290,57,22,18,10,2018-06-20
2018-06-21,183,210,86,30,18,12,2018-06-21
2018-06-22,171,186,51,29,15,12,2018-06-22
2018-06-23,168,141,42,18,17,9,2018-06-23
2018-06-24,155,220,29,21,16,9,2018-06-24
2018-06-25,171,139,13,24,20,10,2018-06-25
2018-06-26,162,96,28,21,12,10,2018-06-26
2018-06-27,142,81,14,20,9,10,2018-06-27
2018-06-28,83,97,14,27,9,9,2018-06-28
2018-06-29,151,99,13,26,10,10,2018-06-29
2018-06-30,136,108,9,25,11,11,2018-06-30
2020-06-02, ,93,2,22,8,15,2020-06-02
2020-06-25, ,80,6,13,10,13,2020-06-25
2018-06-02, ,113,29,24,18,7,2018-06-02
