date, pm25, pm10, o3, no2, so2, co,Date
2020-08-29,95,74,4,11,10,17,2020-08-29
2020-08-30,72,39,13,9,8,13,2020-08-30
2020-08-31,26, , , , , ,2020-08-31
2019-08-01,105,92,11,21,4,62,2019-08-01
2019-08-02,99,109,79,21,5,10,2019-08-02
2019-08-03,138,97,35,19,4,11,2019-08-03
2019-08-04,138,115,21,23,4,12,2019-08-04
2019-08-05,155,75,31,21,4,9,2019-08-05
2019-08-06,111,88,15,18,4,10,2019-08-06
2019-08-07,113,111,31,18,5,10,2019-08-07
2019-08-08,121,97,9,16,4,4,2019-08-08
2019-08-09,79,70,16,14,5,5,2019-08-09
2019-08-10,77,82,36,18,4,7,2019-08-10
2019-08-11,104,85,5,23,6,15,2019-08-11
2019-08-12,110,73,9,17,5,7,2019-08-12
2019-08-13,90,64,9,17,4,10,2019-08-13
2019-08-14,98,59,7,12,4,10,2019-08-14
2019-08-15,89,61,10,14,4,22,2019-08-15
2019-08-16,69,52,12,13,3,15,2019-08-16
2019-08-17,57,41,6,18,4,18,2019-08-17
2019-08-18,59,88,24,22,4,21,2019-08-18
2019-08-19,118,88,13,13,4,17,2019-08-19
2019-08-20,108,106,17,20,4,13,2019-08-20
2019-08-21,122,115,9,20,4,12,2019-08-21
2019-08-22,120,140,9,26,4,15,2019-08-22
2019-08-23,143,136,7,26,4,15,2019-08-23
2019-08-24,149,80,8,14,3,8,2019-08-24
2019-08-25,104,99,8,18,4,11,2019-08-25
2019-08-26,104,122,80,22,5,13,2019-08-26
2019-08-27,128,143,45,20,5,12,2019-08-27
2019-08-28,151,109,14,20,4,9,2019-08-28
2019-08-29,123,107,36,22,5,10,2019-08-29
2019-08-30,135,129,16,29,5,13,2019-08-30
2019-08-31,155,103,26,23,4,10,2019-08-31
2018-08-01,149,152,7,26,11,7,2018-08-01
2018-08-02,163,152,6,31,13,8,2018-08-02
2018-08-03,161,146,9,27,11,8,2018-08-03
2018-08-04,163,139,3,26,11,7,2018-08-04
2018-08-05,166,82,4,20,9,9,2018-08-05
2018-08-06,123,81,9,20,9,9,2018-08-06
2018-08-07,140,67,13,21,8,10,2018-08-07
2018-08-08,131,99,13,23,9,9,2018-08-08
2018-08-09,142,92,14,31,9,11,2018-08-09
2018-08-10,123,82,6,22,10,8,2018-08-10
2018-08-11,108,93,7,22,11,8,2018-08-11
2018-08-12,125,75,9,18,9,8,2018-08-12
2018-08-13,113,90,13,21,8,10,2018-08-13
2018-08-14,117,84,19,22,8,8,2018-08-14
2018-08-15,112,73,19,22,8,11,2018-08-15
2018-08-16,103,65,16,22,8,9,2018-08-16
2018-08-17,89,82,58,28,8,11,2018-08-17
2018-08-18,100,72,33,18,5,11,2018-08-18
2018-08-19,107,50,12,27,10,12,2018-08-19
2018-08-20,115,29,11,28,10,11,2018-08-20
2018-08-21,150,53,8,30,9,10,2018-08-21
2018-08-22,172,75,3,20,11,9,2018-08-22
2018-08-23,102,101,5,21,10,9,2018-08-23
2018-08-24,113,100,4,21,12,8,2018-08-24
2018-08-25,112,73,8,13,10,7,2018-08-25
2018-08-26,90,55,5,16,10,8,2018-08-26
2018-08-27,78,67,6,19,9,12,2018-08-27
2018-08-28,98,120,31,14,11,14,2018-08-28
2018-08-29,151,92,16,3,10,12,2018-08-29
2018-08-30,129,121,5,3,12,9,2018-08-30
2018-08-31,136,95,6,2,11,13,2018-08-31
2024-08-01, ,101,6,12, ,7,2024-08-01
