date, pm25, pm10, o3, no2, so2, co,Date
2019-12-19,413,482,11,20,4,25,2019-12-19
2019-12-20,451,278,6,14,3,20,2019-12-20
2019-12-21,341,141,6,12,3,16,2019-12-21
2019-12-22,224,156,6,12,4,17,2019-12-22
2019-12-23,237,332,8,16,3,21,2019-12-23
2019-12-24,351,172,5,11,3,15,2019-12-24
2019-12-25,233,204,6,12,3,16,2019-12-25
2019-12-26,272,314,7,13,4,17,2019-12-26
2019-12-27,340,375,6,13,6,21,2019-12-27
2019-12-28,360,421,10,14,6,22,2019-12-28
2019-12-29,397, , , , , ,2019-12-29
2018-12-01,255,371,22,1,14,24,2018-12-01
2018-12-02,302,399,17, ,15,25,2018-12-02
2018-12-03,317,462,13,1,13,35,2018-12-03
2018-12-04,348,312,14, ,13,20,2018-12-04
2018-12-05,286,411,14,9,13,26,2018-12-05
2018-12-06,349,319,13,8,14,17,2018-12-06
2018-12-07,305,309,16,7,15,16,2018-12-07
2018-12-08,311,312,19,6,14,19,2018-12-08
2018-12-09,314,546,23,6,14,22,2018-12-09
2018-12-10,425,544,20,6,13,28,2018-12-10
2018-12-11,421,370,9,7,12,22,2018-12-11
2018-12-12,349,118,9,10,10,11,2018-12-12
2018-12-13,183,165,8,17,9,12,2018-12-13
2018-12-14,220,148,10,24,8,11,2018-12-14
2018-12-15,206,206,20,32,10,12,2018-12-15
2018-12-16,253,258,17,30,10,15,2018-12-16
2018-12-17,274,294,23,28,11,15,2018-12-17
2018-12-18,290,374,21,34,13,17,2018-12-18
2018-12-19,338,474,20,34,12,25,2018-12-19
2018-12-20,383,391,22,39,10,18,2018-12-20
2018-12-21,366,554,22,52,13,20,2018-12-21
2018-12-22,460,785,21,59,13,34,2018-12-22
2018-12-23,581,630,26,44,11,35,2018-12-23
2018-12-24,506,364,15,34,9,17,2018-12-24
2018-12-25,386,416,17,33,9,19,2018-12-25
2018-12-26,394,520,10,38,10,32,2018-12-26
2018-12-27,413,342,13,33,9,14,2018-12-27
2018-12-28,364,425,15,46,12,18,2018-12-28
2018-12-29,387,565,15,45,13,28,2018-12-29
2018-12-30,450, , , , , ,2018-12-30
2024-12-31, ,174,7,28,3,32,2024-12-31
2019-12-31, ,504,8,17,9,23,2019-12-31
2018-12-31, ,508,13,47,12,20,2018-12-31
