date, pm25, pm10, o3, no2, so2, co,Date
2019-03-13,171, ,14,29,11,11,2019-03-13
2019-03-14,191,118,20,28,9,9,2019-03-14
2019-03-15,159,113,30,29,8,8,2019-03-15
2019-03-16,158,136,34,39,11,10,2019-03-16
2019-03-17,173,152,38,35,11,11,2019-03-17
2019-03-18,188,188,32,41,12,13,2019-03-18
2019-03-19,188,229,26,45,13,13,2019-03-19
2019-03-20,173,148,36,20,11,11,2019-03-20
2019-03-21,188,94,32,23,7,7,2019-03-21
2019-03-22,106,103,32,23,8,7,2019-03-22
2019-03-23,135,104,27,29,11,7,2019-03-23
2019-03-24,136,107,24,24,8,8,2019-03-24
2019-03-25,145,123,32,28,8,9,2019-03-25
2019-03-26,154,132,33,39,12,12,2019-03-26
2019-03-27,159,232,55,48,18,16,2019-03-27
2019-03-28,219,221,46,41,10,14,2019-03-28
2019-03-29,184,178,55,41,12,11,2019-03-29
2019-03-30,178,129,31,26,8,8,2019-03-30
2019-03-31,134,136,34,31,11,10,2019-03-31
2018-03-01,191,221,27,21,6,15,2018-03-01
2018-03-02,203,166,21,14,7,6,2018-03-02
2018-03-03,182,136,19,16,7,7,2018-03-03
2018-03-04,163,130,24,16,8,5,2018-03-04
2018-03-05,160,126,22,18,8,5,2018-03-05
2018-03-06,160,124,29,17,7,5,2018-03-06
2018-03-07,162,335,25,27,12,19,2018-03-07
2018-03-08,249,136,30,12,7,5,2018-03-08
2018-03-09,164,132,20,13,6,4,2018-03-09
2018-03-10,158,136,25,15,8,3,2018-03-10
2018-03-11,195,221,26,20,11,5,2018-03-11
2018-03-12,203,230,25,25,20,5,2018-03-12
2018-03-13,236,275,24,20,13,7,2018-03-13
2018-03-14,180,342,16,21,13,10,2018-03-14
2018-03-15,230,224,29,17,9,9,2018-03-15
2018-03-16,190,174,16,19,11,7,2018-03-16
2018-03-17,185, , , , , ,2018-03-17
2018-03-19,163,208,33,27,17,11,2018-03-19
2018-03-20,194,275,34,20,13,11,2018-03-20
2018-03-21,228,139,24,16,8,7,2018-03-21
2018-03-22,169,111,26,15,5,5,2018-03-22
2018-03-23,161,128,33,17,7,6,2018-03-23
2018-03-24,171,127,34,17,8,6,2018-03-24
2018-03-25,180,128,34,20,7,7,2018-03-25
2018-03-26,172,193,19,25,22,11,2018-03-26
2018-03-27,206,307,30,30,19,18,2018-03-27
2018-03-28,242,119,27,12,4,6,2018-03-28
2018-03-29,158,171,26,21,8,9,2018-03-29
2018-03-30,173,351,34,20,13,8,2018-03-30
2018-03-31,220,243,41,20,13,8,2018-03-31
2024-03-26, ,99,11,14,3,8,2024-03-26
2023-03-21, ,123,25,13,2,7,2023-03-21
2021-03-18, ,115,14,18,4,10,2021-03-18
2020-03-28, ,47,2,14,6,11,2020-03-28
2018-03-18, ,148,27,21,9,7,2018-03-18
2021-03-31, , ,13,14,2,6,2021-03-31
