date, pm25, pm10, o3, no2, so2, co,Date
2022-07-23,123,66,2,5,2,42,2022-07-23
2022-07-24,105,67,3,4,2,32,2022-07-24
2022-07-25,102,79,2,4,2,22,2022-07-25
2022-07-26,106,62,3,4,2,24,2022-07-26
2022-07-27,105,59,2,5,2,1,2022-07-27
2022-07-28,91,55,2,4,2,43,2022-07-28
2022-07-29,92,60,2,5,1,27,2022-07-29
2022-07-30,100,56,2,4,1,17,2022-07-30
2022-07-31,88,87,1,4,2,24,2022-07-31
2021-07-01,126,249,6,7,2,3,2021-07-01
2021-07-02,158,152,6,8,2,4,2021-07-02
2021-07-03,129,137,8,11,1,4,2021-07-03
2021-07-04,136,122,7,9,1,5,2021-07-04
2021-07-05,131,122,11,9,1,5,2021-07-05
2021-07-06,104,134,8,10,1,5,2021-07-06
2021-07-07,115,159,18,8,2,5,2021-07-07
2021-07-08,104,94,25,7,1,6,2021-07-08
2021-07-09,129,125,50,6,1,5,2021-07-09
2021-07-10,108,88,7,5,2,4,2021-07-10
2021-07-11,134,81,7,4,2,5,2021-07-11
2021-07-12,128,66,5,9,1,7,2021-07-12
2021-07-13,91,61,12,8,1,7,2021-07-13
2021-07-14,118,80,14,7,1,6,2021-07-14
2021-07-15,133,104,25,10,1,6,2021-07-15
2021-07-16,149,103,10,8,1,5,2021-07-16
2021-07-17,154,106,7,12,2,7,2021-07-17
2021-07-18,140,43,2,11,1,7,2021-07-18
2021-07-19,123,85,3,9,1,7,2021-07-19
2021-07-20,183,83,5,11,1,8,2021-07-20
2021-07-21,155,69,33,8,1, ,2021-07-21
2021-07-22,127,94,3,10,1,8,2021-07-22
2021-07-23,149,102,7,12,1,5,2021-07-23
2021-07-24,169,94,28,9,1,2,2021-07-24
2021-07-25,135,101,8,9,1,6,2021-07-25
2021-07-26,167,64,3,10,1,5,2021-07-26
2021-07-27,148,42,3,9,1,5,2021-07-27
2021-07-28,93,73,4,10,1,6,2021-07-28
2021-07-29,115,67,4,9,1,5,2021-07-29
2021-07-30,144,80,8,9,1,7,2021-07-30
2021-07-31,119,56,7,10,1,6,2021-07-31
2020-07-01,139,87,17,13,9,14,2020-07-01
2020-07-02,147,93,13,14,10,14,2020-07-02
2020-07-03,155,71,10,11,9,12,2020-07-03
2020-07-04,125,43,11,10,8,12,2020-07-04
2020-07-05,85,68,5,12,8,12,2020-07-05
2020-07-06,143,51,10,8,8,12,2020-07-06
2020-07-07,79,50,5,10,8,13,2020-07-07
2020-07-08,91,58,5,12,10,12,2020-07-08
2020-07-09,118,57,5,12,11,14,2020-07-09
2020-07-10,85,49,7,13,8,12,2020-07-10
2020-07-11,78,42,2,12,6,10,2020-07-11
2020-07-12,72,72,4,14,7,11,2020-07-12
2020-07-13,90,85,2,12,9,12,2020-07-13
2020-07-14,106,69,25,10,8,11,2020-07-14
2020-07-15,120,60,4,12,8,11,2020-07-15
2020-07-16,106,63,5,12,7,12,2020-07-16
2020-07-17,132,66,4,12,8,11,2020-07-17
2020-07-18,119,45,2,11,8,10,2020-07-18
2020-07-19,97,53,8,13,8,11,2020-07-19
2020-07-20,77,45,3,12,7,10,2020-07-20
2020-07-21,90,39,3,12,7,10,2020-07-21
2020-07-22,97,62,6,15,7,12,2020-07-22
2020-07-23,114,81,9,14,7,11,2020-07-23
2020-07-24,142,65,3,10,7,11,2020-07-24
2020-07-25,111,75,3,13,8,11,2020-07-25
2020-07-26,131,82,3,16,8,10,2020-07-26
2020-07-27,110,67,2,12,10,11,2020-07-27
2020-07-28,80,65,3,14,8,10,2020-07-28
2020-07-29,75,49,3,13,7,10,2020-07-29
2020-07-30,58,70,4,15,6,10,2020-07-30
2020-07-31,118,58,4,16,8,12,2020-07-31
2019-07-01,131,160,28,15,7,9,2019-07-01
2019-07-02,152,106,16,14,5,9,2019-07-02
2019-07-03,112,81,6,16,5,10,2019-07-03
2019-07-04,100,106,8,15,6,11,2019-07-04
2019-07-05,140,97,19,16,5,9,2019-07-05
2019-07-06,102,83,14,17,6,8,2019-07-06
2019-07-07,109,128,13,20,6,11,2019-07-07
2019-07-08,135,119,6,15,6,9,2019-07-08
2019-07-09,131,282,3,18,4,8,2019-07-09
2019-07-10,151,355,8,12,6,9,2019-07-10
2019-07-11,165,399,24,17,6,9,2019-07-11
2019-07-12,164,274,18,20,8,8,2019-07-12
2019-07-13,154,259,16,20,5,7,2019-07-13
2019-07-14,157,79,5,22,5,9,2019-07-14
2019-07-15,113,86,23,20,5,7,2019-07-15
2019-07-16,99,63,16,19,4,8,2019-07-16
2019-07-17,95,92,31,29,5,12,2019-07-17
2019-07-18,115,146,36,32,5,12,2019-07-18
2019-07-19,153,115,9,27,5,11,2019-07-19
2019-07-20,137,98,15,24,5,13,2019-07-20
2019-07-21,130,121,20,26,5,17,2019-07-21
2019-07-22,157,156,31,30,5,18,2019-07-22
2019-07-23,174,174,12,29,5,15,2019-07-23
2019-07-24,142,93,2,27,5,8,2019-07-24
2019-07-25,92,93,51,18,4,7,2019-07-25
2019-07-26,108,80,50,20,5,9,2019-07-26
2019-07-27,111,88,46,18,4,8,2019-07-27
2019-07-28,92,117,29,16,4,11,2019-07-28
2019-07-29,105,106,92,20,4,9,2019-07-29
2019-07-30,115,86,49,17,4,9,2019-07-30
2019-07-31,98,109,8,19,5,75,2019-07-31
2018-07-01,119,222,10,22,11,7,2018-07-01
2018-07-02,126,129,24,26,8,9,2018-07-02
2018-07-03,136,111,33,22,8,8,2018-07-03
2018-07-04,148,110,21,20,8,7,2018-07-04
2018-07-05,140,132,20,18,8,8,2018-07-05
2018-07-06,149,119,34,17,9,8,2018-07-06
2018-07-07,157,119,42,19,9,7,2018-07-07
2018-07-08,151,170,18,28,8,9,2018-07-08
2018-07-09,155,115,25,23,8,8,2018-07-09
2018-07-10,128,115,16,20,9,9,2018-07-10
2018-07-11,128,132,30,18,9,9,2018-07-11
2018-07-12,126,83,7,18,8,8,2018-07-12
2018-07-13,100,95,9,16,8,10,2018-07-13
2018-07-14,93,107,14,15,8,9,2018-07-14
2018-07-15,102,92,7,19,9,11,2018-07-15
2018-07-16,87,102,36,18,9,10,2018-07-16
2018-07-17,102,105,15,12,8,8,2018-07-17
2018-07-18,107,92,12,14,8,9,2018-07-18
2018-07-19,107,83,7,14,8,9,2018-07-19
2018-07-20,110,106,28,15,9,12,2018-07-20
2018-07-21,157,71,7,14,9,10,2018-07-21
2018-07-22,106,93,8,9,9,9,2018-07-22
2018-07-23,103,115,15,11,10,11,2018-07-23
2018-07-24,141,108,5,16,13,10,2018-07-24
2018-07-25,138,46,4,16,9,8,2018-07-25
2018-07-26,89,31,4,13,8,8,2018-07-26
2018-07-27,76,50,9,16,9,9,2018-07-27
2018-07-28,91,87,8,24,9,9,2018-07-28
2018-07-29,151,85,4,25,8,6,2018-07-29
2018-07-30,140,119,8,30,8,9,2018-07-30
2018-07-31,159,120,9,28,11,8,2018-07-31
2024-07-07, ,84,21,7, ,7,2024-07-07
2024-07-09, ,107, ,16,1,8,2024-07-09
2023-07-20, ,114,16,7,2,12,2023-07-20
2022-07-09, ,78,4,4,2,6,2022-07-09
