date, pm25, pm10, o3, no2, so2, co,Date
2020-01-19,215,178,3,5,4,18,2020-01-19
2020-01-20,244,324,4,14,4,27,2020-01-20
2020-01-21,353,206,2,13,4,24,2020-01-21
2020-01-22,287,112,2,14,3,16,2020-01-22
2020-01-23,165,122,2,17,3,16,2020-01-23
2020-01-24,176,188,3,19,4,21,2020-01-24
2020-01-25,239,263,3,17,4,23,2020-01-25
2020-01-26,322,280,3,18,4,30,2020-01-26
2020-01-27,333,164,2,12,3,19,2020-01-27
2020-01-28,201,136,2,16,3,16,2020-01-28
2020-01-29,173,139,3,20,3,16,2020-01-29
2020-01-30,184,144,2,20,3,18,2020-01-30
2020-01-31,191,168,2,19,3,18,2020-01-31
2019-01-01,414,641,9,49,12,29,2019-01-01
2019-01-02,480,604,10,39,9,27,2019-01-02
2019-01-03,496,354,6,30,7,16,2019-01-03
2019-01-04,352,454,11,38,10,19,2019-01-04
2019-01-05,378,204,9,30,8,15,2019-01-05
2019-01-06,261,211,8,29,8,13,2019-01-06
2019-01-07,271,168,11,23,7,16,2019-01-07
2019-01-08,240,156,14,23,7,11,2019-01-08
2019-01-09,224,222,12,27,9,13,2019-01-09
2019-01-10,242,438,11,39,10,22,2019-01-10
2019-01-11,378,497,14,39,9,27,2019-01-11
2019-01-12,417,407,10,34,9,25,2019-01-12
2019-01-13,391,139,14,21,7,9,2019-01-13
2019-01-14,176,175,10,28,8,10,2019-01-14
2019-01-15,222,475,8,45,13,19,2019-01-15
2019-01-16,381,418,10,36,11,20,2019-01-16
2019-01-17,384,289,4,32,8,24,2019-01-17
2019-01-18,289,385,6,43,13,19,2019-01-18
2019-01-19,317,664,8,65,14,37,2019-01-19
2019-01-20,478,378,11,41,11,23,2019-01-20
2019-01-21,311,75,3,24,8,10,2019-01-21
2019-01-22,156,178,4,27,8,13,2019-01-22
2019-01-23,247,197,5,25,8,13,2019-01-23
2019-01-24,230,108,17,24,11,9,2019-01-24
2019-01-25,174,114,28,21,10,9,2019-01-25
2019-01-26,180,149,20,21,11,10,2019-01-26
2019-01-27,221,201,21,23,11,11,2019-01-27
2019-01-28,263,167,21,25,12,12,2019-01-28
2019-01-29,220,293,24,27,19,18,2019-01-29
2019-01-30,307,359,19,29,16,23,2019-01-30
2019-01-31,316,218,15,28,14,13,2019-01-31
2018-01-19,437,438, , , , ,2018-01-19
2018-01-20,350, , , , , ,2018-01-20
2018-01-23,314,212,4,13,4,9,2018-01-23
2018-01-24,274,207,2,17,2,8,2018-01-24
2018-01-25,260,182,4,9,1,6,2018-01-25
2018-01-26,268,330,6,13,2,13,2018-01-26
2018-01-27,313,250,5,12,1,11,2018-01-27
2018-01-28,267,448,1,17,6,12,2018-01-28
2018-01-29,398,325,6,15,8,8,2018-01-29
2018-01-30,277,218,6,15,4,7,2018-01-30
2018-01-31,241,391,10,18,17,13,2018-01-31
2018-01-18, ,515, , , , ,2018-01-18
2018-01-22, ,317, , , , ,2018-01-22
