date, pm25, pm10, o3, no2, so2, co,Date
2021-04-26,255,349,30,21,7,14,2021-04-26
2021-04-27,275,376,29,21,7,11,2021-04-27
2021-04-28,291,341,27,16,6,8,2021-04-28
2021-04-29,242,266,26,16,4,8,2021-04-29
2021-04-30,205,160,35,13,3,6,2021-04-30
2020-04-01,104,56,2,15,5,15,2020-04-01
2020-04-02,94,51,2,18,6,14,2020-04-02
2020-04-03,96,59,2,18,7,15,2020-04-03
2020-04-04,113,94,2,17,6,18,2020-04-04
2020-04-05,147,85,2,17,6,17,2020-04-05
2020-04-06,135,71,2,16,5,15,2020-04-06
2020-04-07,89,61,3,18,6,14,2020-04-07
2020-04-08,91,59,2,19,6,17,2020-04-08
2020-04-09,109,79,2,19,6,17,2020-04-09
2020-04-10,131,81,33,15,6,14,2020-04-10
2020-04-11,128,64,28,14,6,11,2020-04-11
2020-04-12,108,88,32,16,7,11,2020-04-12
2020-04-13,139,99,40,17,6,13,2020-04-13
2020-04-14,144,114,30,16,6,12,2020-04-14
2020-04-15,143,124,33,16,7,11,2020-04-15
2020-04-16,145,66,32,14,6,9,2020-04-16
2020-04-17,84,70,30,12,6,10,2020-04-17
2020-04-18,91,54,23,13,5,12,2020-04-18
2020-04-19,105,87,15,13,5,12,2020-04-19
2020-04-20,127,63,24,12,5,11,2020-04-20
2020-04-21,114,89,30,15,6,12,2020-04-21
2020-04-22,139,90,27,14,6,13,2020-04-22
2020-04-23,132,81,31,14,5,13,2020-04-23
2020-04-24,142,63,29,12,5,11,2020-04-24
2020-04-25,85,80,19,11,5,12,2020-04-25
2020-04-26,104,46,23,10,5,11,2020-04-26
2020-04-27,85,60,30,9,6,11,2020-04-27
2020-04-28,115,77,32,10,6,12,2020-04-28
2020-04-29,137,79,34,10,5,13,2020-04-29
2020-04-30,137,92,31,10,6,12,2020-04-30
2019-04-01,143,196,48,46,15,13,2019-04-01
2019-04-02,193,177,41,45,14,13,2019-04-02
2019-04-03,170,236,71,45,14,11,2019-04-03
2019-04-04,212,250,93,47,16,16,2019-04-04
2019-04-05,203,297,44,37,14,13,2019-04-05
2019-04-06,187,402,28,37,12,11,2019-04-06
2019-04-07,260,271,45,37,9,11,2019-04-07
2019-04-08,165,194,52,43,12,11,2019-04-08
2019-04-09,184,245,37,44,10,12,2019-04-09
2019-04-10,188,170,38,31,9,11,2019-04-10
2019-04-11,156,194,31,26,8,7,2019-04-11
2019-04-12,144,127,30,22,8,10,2019-04-12
2019-04-13,130,120,28,23,8,16,2019-04-13
2019-04-14,137,161,26,29,10,16,2019-04-14
2019-04-15,148,192,23,25,8,9,2019-04-15
2019-04-16,150,100,27,28,7,5,2019-04-16
2019-04-17,104,86,42,25,6,7,2019-04-17
2019-04-18,139,118,39,31,12,10,2019-04-18
2019-04-19,159,158,62,47,17,13,2019-04-19
2019-04-20,195,209,41,56,17,16,2019-04-20
2019-04-21,217,198,57,41,15,17,2019-04-21
2019-04-22,204,282,54,49,14,18,2019-04-22
2019-04-23,201,229,65,40,8,14,2019-04-23
2019-04-24,174,254,61,41,9,12,2019-04-24
2019-04-25,181,181,40,37,12,13,2019-04-25
2019-04-26,176,224,31,30,9,9,2019-04-26
2019-04-27,168,180,31,30,8,8,2019-04-27
2019-04-28,159,212,40,38,10,11,2019-04-28
2019-04-29,168,260,8,61,20,14,2019-04-29
2019-04-30,186,254,76,37,13,15,2019-04-30
2018-04-01,192,255,43,25,16,8,2018-04-01
2018-04-02,208,281,43,35,16,10,2018-04-02
2018-04-03,188, , , , , ,2018-04-03
2018-04-05,165,164,29,17,14,6,2018-04-05
2018-04-06,171,150,30,19,11,6,2018-04-06
2018-04-07,150,154,34,17,10,5,2018-04-07
2018-04-08,155,158,20,16,8,7,2018-04-08
2018-04-09,145,344,45,21,17,10,2018-04-09
2018-04-10,190,127,20,9,7,4,2018-04-10
2018-04-11,130,134,34,15,7,9,2018-04-11
2018-04-12,132,146,35,15,9,8,2018-04-12
2018-04-13,142,216,33,16,9,8,2018-04-13
2018-04-14,164,227,45,19,14,9,2018-04-14
2018-04-15,170,373,37,19,17,11,2018-04-15
2018-04-16,183,249,18,17,9,8,2018-04-16
2018-04-17,163,180,28,11,6,4,2018-04-17
2018-04-18,146,219,35,14,12,6,2018-04-18
2018-04-19,188,427,15,15,18,5,2018-04-19
2018-04-20,218,420,26,9,7,3,2018-04-20
2018-04-21,196,152,29,10,13,3,2018-04-21
2018-04-22,147,191,44,12,6,5,2018-04-22
2018-04-23,150,258,50,17,15,8,2018-04-23
2018-04-24,170,463,36,20,23,15,2018-04-24
2018-04-25,187,453,74,16,16,13,2018-04-25
2018-04-26,187,447,50,13,11,7,2018-04-26
2018-04-27,177,412,42,14,12,5,2018-04-27
2018-04-28,178,270,69,17,11,6,2018-04-28
2018-04-29,182,248,74,17,14,6,2018-04-29
2018-04-30,182,188,45,9,5,4,2018-04-30
2022-04-15, ,152,33,2,6,6,2022-04-15
2018-04-04, ,143,41,8,8,4,2018-04-04
