date, pm25, pm10, o3, no2, so2, co,Date
2020-09-19,112,87,4,16,8,11,2020-09-19
2020-09-20,124,92,8,19,10,12,2020-09-20
2020-09-21,124,85,5,15,11,12,2020-09-21
2020-09-22,131,71,6,13,12,9,2020-09-22
2020-09-23,71,82,6,15,10,11,2020-09-23
2020-09-24,104,113,7,16,10,14,2020-09-24
2020-09-25,125,126,4,15,7,12,2020-09-25
2020-09-26,122,141,6,15,6,10,2020-09-26
2020-09-27,93,143,12,18,5,11,2020-09-27
2020-09-28,139,144,6,15,6,13,2020-09-28
2020-09-29,151,118,3,26,6,12,2020-09-29
2020-09-30,127,165,18,18,7,12,2020-09-30
2019-09-01,115,104,17,20,4,9,2019-09-01
2019-09-02,148,104,16,18,4,10,2019-09-02
2019-09-03,155,142,28,24,5,11,2019-09-03
2019-09-04,168,107,24,18,4,6,2019-09-04
2019-09-05,117,108,32,20,6,12,2019-09-05
2019-09-06,134,94,17,20,5,8,2019-09-06
2019-09-07,256,71,1,13,4,7,2019-09-07
2019-09-08,95,99,8,17,4,9,2019-09-08
2019-09-09,144,106,7,18,5,9,2019-09-09
2019-09-10,153,127,21,24,5,10,2019-09-10
2019-09-11,168,122,27,20,5,9,2019-09-11
2019-09-12,162,104,14,18,5,7,2019-09-12
2019-09-13,118,100,12,16,4,5,2019-09-13
2019-09-14,100, , , , , ,2019-09-14
2019-09-16,151,123,30,26,5,10,2019-09-16
2019-09-17,154,116,21,23,3,8,2019-09-17
2019-09-18,130,129,7,25, ,5,2019-09-18
2019-09-19,106,134,7,21,3,8,2019-09-19
2019-09-20,105, , , , , ,2019-09-20
2019-09-22,134,127,14,18,5,8,2019-09-22
2019-09-23,169,117,5,17,5,7,2019-09-23
2019-09-24,145,112,14,12,6,7,2019-09-24
2019-09-25,124,102,56,12,6,8,2019-09-25
2019-09-26,115,93,53,9,7,6,2019-09-26
2019-09-27,79,97,54,10,6,6,2019-09-27
2019-09-28,105,102,11,9,5,6,2019-09-28
2019-09-29,83,100,14,12,5,12,2019-09-29
2019-09-30,149,114,15,12,5,9,2019-09-30
2018-09-01,125,69,21, ,9,9,2018-09-01
2018-09-02,118,63,8, ,10,13,2018-09-02
2018-09-03,123,102,20, ,11,19,2018-09-03
2018-09-04,164,92,4, ,11,12,2018-09-04
2018-09-05,129,118,7,29,10,11,2018-09-05
2018-09-06,124,78,9,29,9,11,2018-09-06
2018-09-07,117,89,5,22,8,9,2018-09-07
2018-09-08,117,63,2,26,10,10,2018-09-08
2018-09-09,137,96,18,29,12,13,2018-09-09
2018-09-10,146,100,4,22,12,10,2018-09-10
2018-09-11,115,104,5,14,10,8,2018-09-11
2018-09-12,118,105,7,13,13,7,2018-09-12
2018-09-13,111,107,12,13,12,7,2018-09-13
2018-09-14,113,163,12,14,12,9,2018-09-14
2018-09-15,179,116,15,12,10,7,2018-09-15
2018-09-16,134,127,24,11,10,8,2018-09-16
2018-09-17,147,146,28,11,9,9,2018-09-17
2018-09-18,160,140,33,13,11,9,2018-09-18
2018-09-19,154,144,42,15,10,11,2018-09-19
2018-09-20,166,155,13,18,12,11,2018-09-20
2018-09-21,182,72,7,18,12,9,2018-09-21
2018-09-22,109, ,9,18,11,8,2018-09-22
2018-09-23,129, ,6,13,12,8,2018-09-23
2018-09-24,86, ,7,16,11,8,2018-09-24
2018-09-25,79, ,17,20,11,10,2018-09-25
2018-09-26,122, ,25,21,12,14,2018-09-26
2018-09-27,158, ,24,25,12,21,2018-09-27
2018-09-28,170, ,34,22,12,13,2018-09-28
2018-09-29,172, ,25,18,12,9,2018-09-29
2018-09-30,142,198,30,22,13,11,2018-09-30
2024-09-20, ,183,27,45,2,22,2024-09-20
2020-09-01, ,59,6,16,12,10,2020-09-01
2020-09-06, ,91,7,22,10, ,2020-09-06
2019-09-15, ,158,13,25,4,10,2019-09-15
2019-09-21, ,122,14,17,6,7,2019-09-21
